guest_id,event_timestamp,from_zone,to_zone,ride_name,ride_category,posted_wait_min,actual_wait_min,ride_duration_min,crowd_level,temperature_f,weather,festival,party_size,ticket_type,fun_score,frustration_score
650,2025-01-19 18:58:56,World Nature,Entrance,,,,,,4.1,66.2,clear,Festival of the Arts,2,annual_pass,4.31,3.54
24708,2025-09-18 12:27:00,World Showcase Morocco,World Showcase Japan,,,,,,6.3,67.7,clear,Food & Wine,3,standard,5.69,5.57
10332,2025-04-15 15:57:17,Entrance,World Nature,,,,,,1.5,75.7,clear,Flower & Garden,3,park_hopper,5.24,3.41
917,2025-01-20 12:26:20,World Showcase Germany,World Showcase Italy,,,,,,3.9,67.2,cloudy,Festival of the Arts,5,standard,5.42,4.79
15400,2025-06-10 16:09:29,Entrance,World Nature,Test Track,Thrill,27.2,28.0,9.6,2.2,70.2,cloudy,none,2,standard,8.11,1.89
4442,2025-02-04 11:26:43,World Showcase American Adventure,World Showcase Italy,,,,,,3.1,66.1,clear,Festival of the Arts,4,standard,7.53,2.04
15878,2025-06-17 16:52:48,World Showcase United Kingdom,World Showcase Canada,Mission: SPACE,Thrill,9.8,10.2,14.7,1.0,87.4,storm,none,4,standard,7.96,1.59
14783,2025-06-08 19:17:05,World Showcase Morocco,World Showcase Japan,,,,,,1.7,81.1,clear,none,3,park_hopper,6.75,1.0
9801,2025-04-13 13:18:00,World Showcase American Adventure,World Showcase Germany,,,,,,3.3,82.0,light_rain,Flower & Garden,3,standard,8.12,1.27
16062,2025-06-17 11:38:02,World Showcase American Adventure,World Showcase Japan,,,,,,2.0,87.4,storm,none,5,standard,3.66,2.94
25115,2025-09-20 13:07:00,Entrance,World Nature,,,,,,7.4,82.0,cloudy,Food & Wine,2,annual_pass,5.14,5.55
3628,2025-02-01 12:15:19,World Nature,World Celebration,,,,,,4.8,64.4,light_rain,Festival of the Arts,2,standard,4.45,2.53
19238,2025-07-10 13:40:57,World Showcase Morocco,World Showcase France,,,,,,2.7,76.6,cloudy,none,3,standard,6.35,1.73
18180,2025-06-27 11:52:48,World Celebration,World Showcase American Adventure,,,,,,2.9,87.8,cloudy,none,3,standard,5.12,3.33
21934,2025-08-10 14:04:42,World Showcase Morocco,World Showcase Japan,The Seas with Nemo & Friends,Family,17.1,14.7,10.0,2.6,73.5,storm,Food & Wine,2,annual_pass,7.84,2.12
24963,2025-09-19 09:37:00,World Discovery,World Showcase Morocco,,,,,,1.7,72.1,cloudy,Food & Wine,4,standard,5.86,2.04
4669,2025-02-07 12:16:08,World Discovery,Entrance,Guardians of the Galaxy: Cosmic Rewind,Thrill,42.7,41.2,11.4,3.0,64.8,clear,Festival of the Arts,3,standard,10.0,3.16
10960,2025-04-23 12:42:33,World Discovery,World Celebration,,,,,,2.4,64.1,clear,Flower & Garden,3,park_hopper,4.59,1.3
13487,2025-05-24 13:11:26,Entrance,World Showcase American Adventure,,,,,,1.6,68.9,clear,Flower & Garden,4,standard,5.68,2.66
14216,2025-06-05 14:06:30,World Showcase Japan,World Showcase Morocco,,,,,,1.1,98.0,storm,none,6,standard,4.66,3.18
20280,2025-07-20 14:25:39,World Showcase Mexico,World Showcase Norway,Frozen Ever After,Family,31.5,32.0,11.7,4.1,92.0,cloudy,none,2,standard,8.05,2.67
27415,2025-11-09 16:19:12,World Nature,World Showcase Canada,,,,,,7.5,95.0,clear,Food & Wine,2,annual_pass,5.11,4.22
24765,2025-09-19 09:17:00,World Nature,World Celebration,,,,,,3.1,72.1,cloudy,Food & Wine,4,standard,4.86,4.75
21788,2025-08-10 11:53:07,World Showcase American Adventure,World Showcase Japan,Spaceship Earth,Family,16.4,17.0,11.1,5.6,73.5,storm,Food & Wine,2,standard,7.13,3.18
23055,2025-08-31 19:44:41,World Showcase Norway,World Showcase China,,,,,,6.8,61.5,cloudy,Food & Wine,5,standard,5.71,2.96
20867,2025-07-24 13:35:23,World Showcase Japan,World Showcase American Adventure,,,,,,5.3,87.7,clear,none,1,annual_pass,4.82,4.01
20200,2025-07-15 11:37:10,World Showcase Japan,World Showcase Morocco,,,,,,3.3,74.6,cloudy,none,3,annual_pass,4.65,4.0
22056,2025-08-11 09:21:00,World Discovery,World Showcase American Adventure,,,,,,1.8,77.2,storm,Food & Wine,2,standard,4.68,2.92
8797,2025-04-03 10:08:00,Entrance,World Nature,,,,,,1.3,59.1,light_rain,Flower & Garden,3,annual_pass,4.74,3.52
15144,2025-06-09 14:09:39,Entrance,World Nature,Spaceship Earth,Family,8.1,8.2,8.8,2.6,89.9,storm,none,4,standard,5.81,1.0
9299,2025-04-09 15:52:22,World Showcase Canada,World Nature,Mission: SPACE,Thrill,22.9,18.7,11.5,2.2,76.4,clear,Flower & Garden,4,standard,8.03,1.0
2307,2025-01-26 16:05:53,World Celebration,World Nature,Frozen Ever After,Family,40.4,44.8,7.3,3.7,73.1,clear,Festival of the Arts,4,standard,8.85,4.25
4211,2025-02-04 09:04:00,Entrance,World Nature,Soarin' Around the World,Family,18.4,17.6,11.1,1.1,66.1,clear,Festival of the Arts,5,standard,10.0,1.52
10722,2025-04-23 10:16:00,Entrance,World Discovery,Spaceship Earth,Family,8.1,6.9,11.6,1.5,64.1,clear,Flower & Garden,4,park_hopper,7.59,1.0
27292,2025-11-05 11:37:24,World Showcase American Adventure,World Showcase Canada,Gran Fiesta Tour,Family,7.2,6.2,7.6,3.9,78.5,light_rain,Food & Wine,4,standard,7.65,2.42
25449,2025-10-06 19:20:45,World Showcase Japan,World Showcase Morocco,,,,,,3.3,83.3,light_rain,Food & Wine,3,standard,5.06,3.63
19529,2025-07-13 20:50:53,World Showcase Germany,World Showcase France,Journey Into Imagination with Figment,Family,10.1,8.1,13.7,2.5,94.9,clear,none,4,standard,6.5,1.0
8410,2025-03-17 13:34:57,World Showcase United Kingdom,World Showcase Canada,,,,,,3.3,60.2,clear,Flower & Garden,2,standard,5.18,2.9
16027,2025-06-17 13:30:32,World Showcase Mexico,World Celebration,,,,,,2.6,87.4,storm,none,2,annual_pass,4.86,4.78
14651,2025-06-06 12:16:00,Entrance,World Nature,,,,,,4.0,85.9,cloudy,none,5,standard,5.84,2.29
26998,2025-11-01 18:12:56,World Showcase France,World Showcase United Kingdom,,,,,,3.9,82.7,clear,Food & Wine,6,standard,4.34,1.81
71,2025-01-17 12:39:58,World Discovery,World Showcase American Adventure,,,,,,2.7,57.0,clear,Festival of the Arts,2,standard,5.57,2.67
880,2025-01-20 13:40:09,World Showcase France,World Showcase Morocco,,,,,,4.0,67.2,cloudy,Festival of the Arts,3,park_hopper,5.8,3.15
6926,2025-02-24 19:28:03,World Showcase France,World Showcase Morocco,,,,,,1.1,59.0,storm,Festival of the Arts,6,standard,5.59,4.62
21903,2025-08-10 12:37:03,World Discovery,Entrance,Mission: SPACE,Thrill,15.8,16.0,13.2,4.1,73.5,storm,Food & Wine,2,park_hopper,7.5,1.0
9788,2025-04-13 15:34:00,World Showcase Canada,World Showcase United Kingdom,,,,,,2.4,82.0,light_rain,Flower & Garden,3,standard,5.64,3.1
24110,2025-09-10 14:36:22,World Showcase United Kingdom,World Showcase Canada,,,,,,5.8,74.6,clear,Food & Wine,5,park_hopper,6.55,3.42
8235,2025-03-17 12:45:00,World Discovery,Entrance,,,,,,4.2,60.2,clear,Flower & Garden,2,annual_pass,5.56,3.64
3179,2025-01-31 09:29:00,World Discovery,Entrance,Remy's Ratatouille Adventure,Family,26.4,27.1,9.1,1.6,64.7,cloudy,Festival of the Arts,5,standard,7.17,1.03
11571,2025-05-02 17:35:54,World Showcase American Adventure,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,103.3,91.0,13.2,3.8,81.6,clear,Flower & Garden,4,standard,10.0,5.67
2380,2025-01-26 16:34:59,World Showcase Canada,World Showcase United Kingdom,Guardians of the Galaxy: Cosmic Rewind,Thrill,68.3,63.8,9.8,2.7,73.1,clear,Festival of the Arts,3,standard,9.53,5.28
20223,2025-07-15 15:53:00,World Showcase Italy,World Showcase Morocco,,,,,,2.8,74.6,cloudy,none,5,standard,7.84,3.47
17867,2025-06-26 17:38:32,World Showcase American Adventure,World Showcase Italy,Guardians of the Galaxy: Cosmic Rewind,Thrill,29.3,28.3,10.3,1.7,77.1,storm,none,3,standard,10.0,1.89
4136,2025-02-04 15:25:09,World Showcase United Kingdom,World Showcase France,,,,,,3.4,66.1,clear,Festival of the Arts,3,park_hopper,4.49,2.56
847,2025-01-19 09:03:00,Entrance,World Nature,The American Adventure,Slow,5.4,3.6,13.0,3.4,66.2,clear,Festival of the Arts,6,standard,8.78,1.0
3197,2025-01-31 19:13:00,World Showcase Japan,World Showcase Morocco,Soarin' Around the World,Family,37.7,34.4,13.0,1.4,64.7,cloudy,Festival of the Arts,4,park_hopper,8.05,2.38
14017,2025-06-02 10:46:59,World Showcase Morocco,World Showcase Japan,,,,,,2.2,83.1,cloudy,none,3,standard,5.38,1.29
27301,2025-11-05 16:23:00,World Nature,World Celebration,,,,,,4.2,78.5,light_rain,Food & Wine,2,park_hopper,4.97,3.76
11582,2025-05-02 16:32:52,World Showcase France,World Showcase United Kingdom,,,,,,2.0,81.6,clear,Flower & Garden,6,standard,4.62,2.33
6967,2025-02-24 13:17:41,World Showcase China,World Showcase Germany,,,,,,2.5,59.0,storm,Festival of the Arts,6,standard,4.59,4.8
13197,2025-05-21 15:24:28,World Showcase China,World Showcase Norway,,,,,,1.0,76.5,storm,Flower & Garden,4,standard,5.46,4.03
13430,2025-05-24 20:06:20,World Showcase American Adventure,World Showcase Japan,,,,,,3.2,68.9,clear,Flower & Garden,6,standard,5.42,2.79
2464,2025-01-26 11:50:01,World Showcase American Adventure,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,99.8,81.7,11.8,5.1,73.1,clear,Festival of the Arts,6,standard,9.53,6.68
20683,2025-07-23 11:49:00,World Showcase Germany,World Discovery,Mission: SPACE,Thrill,23.4,23.2,10.2,2.9,87.6,clear,none,3,standard,7.8,2.5
19130,2025-07-10 13:29:00,Entrance,World Discovery,Reflections of China,Slow,5.0,2.9,9.2,4.4,76.6,cloudy,none,5,park_hopper,5.49,1.0
475,2025-01-18 16:31:29,World Discovery,Entrance,Remy's Ratatouille Adventure,Family,44.7,36.4,13.2,3.8,55.0,clear,Festival of the Arts,3,standard,8.29,2.02
3418,2025-01-31 12:48:08,World Celebration,World Discovery,,,,,,3.0,64.7,cloudy,Festival of the Arts,2,standard,5.48,4.9
12935,2025-05-17 19:21:46,World Discovery,World Celebration,Reflections of China,Slow,5.0,1.6,9.5,1.0,70.1,storm,Flower & Garden,2,standard,5.84,1.29
5618,2025-02-14 11:40:00,World Showcase Germany,World Showcase China,Soarin' Around the World,Family,57.6,57.1,9.4,4.1,68.1,clear,Festival of the Arts,2,standard,8.67,4.87
23527,2025-09-06 16:42:00,World Showcase Norway,World Showcase Germany,Soarin' Around the World,Family,55.3,55.4,9.1,7.0,77.4,clear,Food & Wine,4,park_hopper,7.79,5.73
18792,2025-07-04 17:34:47,World Celebration,World Nature,,,,,,1.8,98.0,light_rain,none,2,standard,5.78,2.7
9875,2025-04-13 10:46:46,World Showcase Morocco,World Showcase Japan,,,,,,1.0,82.0,light_rain,Flower & Garden,1,annual_pass,5.05,2.89
2859,2025-01-30 18:10:51,World Showcase United Kingdom,World Showcase France,,,,,,2.6,76.9,clear,Festival of the Arts,3,standard,8.0,3.26
5051,2025-02-09 15:54:43,World Showcase China,World Showcase Norway,Guardians of the Galaxy: Cosmic Rewind,Thrill,85.6,91.3,9.3,5.0,55.8,clear,Festival of the Arts,2,standard,9.03,7.52
16714,2025-06-19 09:22:00,Entrance,World Discovery,Journey Into Imagination with Figment,Family,11.4,9.2,7.8,2.1,87.2,light_rain,none,2,standard,6.61,1.0
16549,2025-06-19 14:16:23,World Nature,World Celebration,Guardians of the Galaxy: Cosmic Rewind,Thrill,77.8,62.6,6.8,2.5,87.2,light_rain,none,3,standard,9.22,4.78
2514,2025-01-28 17:01:11,Entrance,World Discovery,Frozen Ever After,Family,49.6,44.2,15.5,2.6,55.0,light_rain,Festival of the Arts,2,standard,8.55,2.94
717,2025-01-19 14:20:30,World Celebration,World Discovery,Guardians of the Galaxy: Cosmic Rewind,Thrill,98.6,83.6,11.1,5.9,66.2,clear,Festival of the Arts,2,park_hopper,10.0,6.56
4689,2025-02-07 13:39:17,World Discovery,Entrance,,,,,,5.3,64.8,clear,Festival of the Arts,5,standard,6.21,7.22
11375,2025-05-01 12:02:00,World Showcase United Kingdom,World Showcase France,The American Adventure,Slow,5.0,2.4,10.1,3.8,77.8,clear,Flower & Garden,5,standard,7.37,1.03
13513,2025-05-24 14:43:54,World Nature,World Celebration,Soarin' Around the World,Family,30.5,28.4,12.6,4.4,68.9,clear,Flower & Garden,1,annual_pass,8.53,1.46
14392,2025-06-06 09:46:00,World Showcase France,World Showcase United Kingdom,,,,,,2.6,85.9,cloudy,none,6,standard,4.52,1.43
12129,2025-05-11 19:27:21,World Nature,Entrance,,,,,,1.3,73.8,cloudy,Flower & Garden,5,standard,4.77,2.7
7004,2025-02-24 15:22:03,World Showcase Germany,World Celebration,,,,,,1.5,59.0,storm,Festival of the Arts,6,standard,6.91,3.39
9787,2025-04-13 14:20:48,World Discovery,Entrance,,,,,,3.1,82.0,light_rain,Flower & Garden,5,standard,4.81,1.52
25019,2025-09-20 14:25:55,World Showcase Morocco,World Showcase France,Guardians of the Galaxy: Cosmic Rewind,Thrill,150.0,140.5,10.5,7.7,82.0,cloudy,Food & Wine,5,standard,9.22,10.0
9186,2025-04-09 13:52:51,World Nature,World Showcase Canada,,,,,,3.6,76.4,clear,Flower & Garden,5,standard,5.52,2.32
18942,2025-07-04 10:43:00,World Nature,World Celebration,,,,,,2.0,98.0,light_rain,none,3,standard,5.17,4.86
26519,2025-10-14 12:38:57,World Showcase Canada,World Showcase Norway,Remy's Ratatouille Adventure,Family,56.2,53.0,13.4,3.9,72.6,cloudy,Food & Wine,4,standard,8.4,3.89
9838,2025-04-13 14:13:14,World Showcase Italy,World Showcase Morocco,,,,,,1.7,82.0,light_rain,Flower & Garden,6,standard,5.81,3.04
4148,2025-02-04 12:26:50,World Showcase Canada,World Showcase Germany,,,,,,4.0,66.1,clear,Festival of the Arts,5,standard,7.86,3.69
13067,2025-05-17 11:28:39,World Showcase Japan,World Showcase American Adventure,Remy's Ratatouille Adventure,Family,17.9,22.7,12.0,1.3,70.1,storm,Flower & Garden,4,standard,8.19,2.18
5514,2025-02-11 17:58:23,World Showcase American Adventure,Entrance,Frozen Ever After,Family,53.3,49.9,9.1,2.6,60.7,clear,Festival of the Arts,4,standard,8.63,3.55
19791,2025-07-14 14:56:15,World Showcase Norway,World Showcase China,,,,,,2.0,83.8,storm,none,5,standard,4.86,3.37
4972,2025-02-08 12:52:45,World Showcase Canada,World Showcase United Kingdom,Soarin' Around the World,Family,50.3,45.4,19.2,4.4,55.0,clear,Festival of the Arts,6,standard,8.19,3.74
19790,2025-07-14 12:26:34,World Showcase United Kingdom,World Showcase Norway,Guardians of the Galaxy: Cosmic Rewind,Thrill,39.1,31.4,7.5,1.0,83.8,storm,none,2,standard,9.64,1.46
15336,2025-06-10 12:58:48,World Showcase Germany,World Showcase Italy,,,,,,3.3,70.2,cloudy,none,6,standard,4.36,2.94
4686,2025-02-07 10:52:08,World Showcase American Adventure,World Showcase Japan,,,,,,4.2,64.8,clear,Festival of the Arts,1,annual_pass,5.73,4.55
3423,2025-01-31 10:04:44,Entrance,World Showcase Japan,,,,,,3.1,64.7,cloudy,Festival of the Arts,3,standard,5.39,2.78
15863,2025-06-17 14:42:04,World Showcase Italy,World Showcase Germany,,,,,,1.1,87.4,storm,none,5,standard,6.14,2.09
10906,2025-04-23 17:33:12,World Showcase Germany,World Showcase Italy,,,,,,2.6,64.1,clear,Flower & Garden,4,park_hopper,6.63,3.43
7268,2025-03-07 12:57:21,World Discovery,Entrance,,,,,,3.7,65.9,clear,Flower & Garden,3,park_hopper,6.02,4.42
11548,2025-05-02 09:04:00,Entrance,World Discovery,,,,,,2.8,81.6,clear,Flower & Garden,6,standard,5.46,2.91
9496,2025-04-11 20:08:08,World Showcase Canada,World Showcase United Kingdom,,,,,,1.0,83.9,clear,Flower & Garden,4,standard,5.08,3.14
14900,2025-06-08 17:13:19,World Showcase Norway,World Showcase Mexico,Frozen Ever After,Family,58.6,51.8,12.6,2.5,81.1,clear,none,1,annual_pass,9.94,2.54
168,2025-01-17 14:43:30,World Showcase Morocco,World Celebration,Gran Fiesta Tour,Family,6.0,5.3,11.1,4.6,57.0,clear,Festival of the Arts,6,standard,5.28,2.55
49,2025-01-17 13:05:49,World Showcase Japan,World Showcase American Adventure,,,,,,2.0,57.0,clear,Festival of the Arts,6,standard,6.51,1.72
25261,2025-10-06 11:05:00,World Showcase Mexico,World Showcase Canada,The American Adventure,Slow,5.0,2.3,8.8,3.8,83.3,light_rain,Food & Wine,2,park_hopper,7.11,1.0
19607,2025-07-13 17:35:49,World Showcase Morocco,World Showcase Italy,,,,,,3.7,94.9,clear,none,3,standard,6.36,1.42
24140,2025-09-10 09:31:00,World Showcase France,World Showcase United Kingdom,Remy's Ratatouille Adventure,Family,34.4,30.4,10.0,1.8,74.6,clear,Food & Wine,6,standard,8.43,2.51
27218,2025-11-05 09:30:00,World Discovery,World Celebration,,,,,,1.0,78.5,light_rain,Food & Wine,6,standard,5.04,3.3
24738,2025-09-18 12:02:51,World Nature,World Showcase Canada,,,,,,4.6,67.7,clear,Food & Wine,5,standard,5.16,5.0
22019,2025-08-11 15:54:46,World Showcase United Kingdom,World Showcase Canada,Remy's Ratatouille Adventure,Family,41.2,42.9,10.2,3.2,77.2,storm,Food & Wine,5,standard,7.54,3.84
13642,2025-05-31 12:51:00,Entrance,World Nature,Mission: SPACE,Thrill,30.4,28.2,11.4,3.7,68.1,clear,Flower & Garden,4,park_hopper,6.41,3.79
6628,2025-02-22 10:22:00,World Nature,World Showcase Canada,Test Track,Thrill,29.9,31.6,10.6,3.5,58.8,cloudy,Festival of the Arts,2,standard,7.99,2.82
27105,2025-11-05 15:55:00,World Showcase France,World Showcase United Kingdom,Living with the Land,Family,21.4,17.7,8.5,3.2,78.5,light_rain,Food & Wine,2,annual_pass,5.91,1.5
4810,2025-02-08 12:07:45,World Showcase Mexico,Entrance,Guardians of the Galaxy: Cosmic Rewind,Thrill,36.9,28.3,11.6,7.5,55.0,clear,Festival of the Arts,3,standard,9.16,3.03
1791,2025-01-24 12:17:00,World Showcase Italy,World Showcase American Adventure,Frozen Ever After,Family,39.9,40.3,15.1,3.8,58.7,cloudy,Festival of the Arts,3,park_hopper,8.66,3.36
1296,2025-01-21 12:49:05,World Celebration,World Discovery,,,,,,3.4,60.0,light_rain,Festival of the Arts,4,standard,7.66,1.92
22867,2025-08-31 17:07:25,World Showcase France,World Showcase Morocco,Soarin' Around the World,Family,58.5,47.2,9.3,5.2,61.5,cloudy,Food & Wine,5,standard,9.87,3.45
782,2025-01-19 15:55:15,World Showcase Canada,World Nature,Soarin' Around the World,Family,40.4,40.7,12.3,4.9,66.2,clear,Festival of the Arts,4,standard,10.0,3.82
26140,2025-10-12 16:35:38,World Showcase American Adventure,World Showcase Japan,,,,,,5.2,80.2,cloudy,Food & Wine,3,standard,5.13,2.5
13194,2025-05-21 13:44:07,World Nature,World Celebration,The Seas with Nemo & Friends,Family,8.0,7.6,17.1,1.0,76.5,storm,Flower & Garden,1,annual_pass,6.23,1.28
2353,2025-01-26 09:03:00,Entrance,World Discovery,,,,,,1.5,73.1,clear,Festival of the Arts,2,standard,7.14,2.07
9402,2025-04-11 11:36:42,World Showcase Germany,World Showcase China,Guardians of the Galaxy: Cosmic Rewind,Thrill,55.2,55.0,13.4,1.5,83.9,clear,Flower & Garden,2,annual_pass,9.41,3.6
24378,2025-09-14 19:22:45,World Showcase Germany,World Showcase China,Test Track,Thrill,21.6,26.7,10.3,2.0,73.6,storm,Food & Wine,2,standard,8.65,2.41
4935,2025-02-08 17:18:38,World Showcase Japan,World Showcase Morocco,Living with the Land,Family,7.0,5.6,13.0,3.3,55.0,clear,Festival of the Arts,3,standard,7.19,1.12
9435,2025-04-11 10:21:00,Entrance,World Discovery,,,,,,1.1,83.9,clear,Flower & Garden,2,standard,5.32,4.47
2598,2025-01-28 18:34:04,World Discovery,World Showcase American Adventure,Beauty and the Beast Sing-Along,Slow,5.0,2.1,11.6,3.5,55.0,light_rain,Festival of the Arts,2,park_hopper,5.24,1.0
25078,2025-09-20 09:12:00,Entrance,World Nature,,,,,,3.3,82.0,cloudy,Food & Wine,2,annual_pass,6.96,3.41
18482,2025-06-30 11:38:00,Entrance,World Discovery,The Seas with Nemo & Friends,Family,21.0,17.2,10.7,3.6,84.5,clear,none,1,annual_pass,7.45,1.94
25713,2025-10-07 16:38:33,Entrance,World Discovery,,,,,,3.5,73.7,clear,Food & Wine,2,standard,5.49,2.4
13856,2025-05-31 15:54:48,World Showcase France,World Showcase Morocco,,,,,,3.7,68.1,clear,Flower & Garden,4,park_hopper,7.54,4.36
27884,2025-11-14 11:01:31,World Showcase Japan,World Showcase Morocco,,,,,,3.1,75.7,light_rain,Food & Wine,6,standard,3.48,3.51
18012,2025-06-27 11:23:35,World Showcase American Adventure,World Discovery,,,,,,3.2,87.8,cloudy,none,4,standard,4.96,3.61
13575,2025-05-24 14:41:47,World Showcase United Kingdom,World Showcase Canada,Journey Into Imagination with Figment,Family,11.3,10.1,13.4,2.6,68.9,clear,Flower & Garden,5,standard,6.95,1.0
25068,2025-09-20 18:44:52,World Discovery,Entrance,,,,,,7.4,82.0,cloudy,Food & Wine,4,park_hopper,6.41,4.13
12578,2025-05-12 14:14:37,World Showcase Morocco,World Showcase France,,,,,,1.4,66.9,storm,Flower & Garden,6,standard,5.95,3.73
26052,2025-10-12 15:19:32,World Discovery,World Showcase American Adventure,The Seas with Nemo & Friends,Family,13.1,15.0,13.4,8.2,80.2,cloudy,Food & Wine,5,standard,5.95,3.09
11774,2025-05-05 12:50:05,World Nature,World Showcase Italy,,,,,,1.7,82.3,storm,Flower & Garden,2,standard,3.85,3.84
2789,2025-01-28 12:11:15,World Discovery,World Showcase American Adventure,,,,,,2.6,55.0,light_rain,Festival of the Arts,3,park_hopper,4.41,2.67
25149,2025-09-20 17:35:17,Entrance,World Discovery,,,,,,5.5,82.0,cloudy,Food & Wine,2,annual_pass,6.89,2.15
24608,2025-09-18 17:50:59,World Discovery,World Showcase American Adventure,,,,,,4.6,67.7,clear,Food & Wine,3,park_hopper,6.74,1.44
16362,2025-06-18 15:51:55,World Showcase Morocco,World Showcase Japan,The Seas with Nemo & Friends,Family,11.1,9.2,11.7,2.8,72.1,cloudy,none,2,standard,8.73,1.0
8207,2025-03-17 11:21:01,World Showcase Norway,World Showcase Mexico,Remy's Ratatouille Adventure,Family,30.9,28.5,8.1,1.0,60.2,clear,Flower & Garden,4,standard,8.81,1.01
